index,grupo,instituicao,ano,titulo,url,nota,acesso,tipo_fonte,referencia_apa7,camadas_relacionadas,uso_no_projeto
106,Cartografia colaborativa,OpenStreetMap contributors,2026,OpenStreetMap e Overpass API,https://www.openstreetmap.org/,Captura espacial sob demanda de equipamentos sem base estadual única. Requer validação institucional,5 ago. 2026,Página institucional ou portal,"OpenStreetMap contributors. (2026). *OpenStreetMap e Overpass API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org",,Captura espacial sob demanda de equipamentos sem base estadual única. Requer validação institucional
107,Cartografia de base e bibliotecas,Google,2026,Maps JavaScript API,https://developers.google.com/maps/documentation/javascript/overview,Vista opcional configurável por chave restrita,5 ago. 2026,Página institucional ou portal,"Google. (2026). *Maps JavaScript API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://developers.google.com/maps/documentation/javascript/overview",,Vista opcional configurável por chave restrita
108,Terras indígenas,"Fundação Nacional dos Povos Indígenas, FUNAI",2026,"Terras Indígenas, dados geoespaciais e mapas",https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,Dados atualizados e disponibilizados em formatos geoespaciais,5 ago. 2026,Documento ou publicação institucional,"Fundação Nacional dos Povos Indígenas, FUNAI. (2026). *Terras Indígenas, dados geoespaciais e mapas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas",terras_indigenas_poligonos,Dados atualizados e disponibilizados em formatos geoespaciais
109,Terras indígenas,PAMGIA IBAMA e FUNAI,2026,"Terra Indígena, camada vetorial FUNAI",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12,"Polígonos, etnia, município, fase administrativa e superfície",5 ago. 2026,Serviço ou API geoespacial,"PAMGIA IBAMA e FUNAI. (2026). *Terra Indígena, camada vetorial FUNAI* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12",terras_indigenas_poligonos,"Polígonos, etnia, município, fase administrativa e superfície"
110,Territórios quilombolas,INCRA,2026,Regularização de territórios quilombolas,https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas,Referência institucional da política de titulação,5 ago. 2026,Página institucional ou portal,"INCRA. (2026). *Regularização de territórios quilombolas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas",,Referência institucional da política de titulação
111,Territórios quilombolas,PAMGIA IBAMA e INCRA,2026,"Territórios quilombolas, camada vetorial",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0,Polígonos sincronizados a partir da base do INCRA,5 ago. 2026,Serviço ou API geoespacial,"PAMGIA IBAMA e INCRA. (2026). *Territórios quilombolas, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0",territorios_quilombolas_poligonos,Polígonos sincronizados a partir da base do INCRA
112,Assentamentos rurais,INCRA,2026,"Assentamentos, relação de projetos criados e reconhecidos",https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos,Relação atualizada em PDF e CSV,5 ago. 2026,Página institucional ou portal,"INCRA. (2026). *Assentamentos, relação de projetos criados e reconhecidos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos",,Relação atualizada em PDF e CSV
113,Assentamentos rurais,PAMGIA IBAMA e INCRA,2026,"Assentamentos da reforma agrária, camada vetorial",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1,"Polígonos com município, área, capacidade, famílias e fase",5 ago. 2026,Serviço ou API geoespacial,"PAMGIA IBAMA e INCRA. (2026). *Assentamentos da reforma agrária, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1",assentamentos_rurais_incra,"Polígonos com município, área, capacidade, famílias e fase"
114,Barragens,"Agência Nacional de Águas e Saneamento Básico, ANA",2026,"Sistema Nacional de Informações sobre Segurança de Barragens, SNISB",https://www.snisb.gov.br/,Cadastro nacional de barragens e informações de segurança,5 ago. 2026,Página institucional ou portal,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Sistema Nacional de Informações sobre Segurança de Barragens, SNISB* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.snisb.gov.br",,Cadastro nacional de barragens e informações de segurança
115,Vulnerabilidade territorial,"Instituto Brasileiro de Geografia e Estatística, IBGE",2026,Panorama do Censo Demográfico 2022,https://censo2022.ibge.gov.br/panorama/,"Indicadores demográficos, domiciliares, educacionais e territoriais",5 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2026). *Panorama do Censo Demográfico 2022* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://censo2022.ibge.gov.br/panorama",vulnerabilidade_territorial_censo_2022,"Indicadores demográficos, domiciliares, educacionais e territoriais"
116,Regionalização turística,Ministério do Turismo,2026,Mapa do Turismo Brasileiro,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,Processo de atualização contínua conforme a página institucional vigente na data de corte.,5 ago. 2026,Documento ou publicação institucional,Ministério do Turismo. (2026). *Mapa do Turismo Brasileiro* [Documento ou publicação institucional]. https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,regioes_municipios_turisticos,Processo de atualização contínua conforme a página institucional vigente na data de corte.
117,Patrimônio estadual e ferroviário,Fundação de Cultura de Mato Grosso do Sul,2026,"Guias, manuais e inventários patrimoniais",https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais/,"Fontes para patrimônio material, imaterial e estações ferroviárias",5 ago. 2026,Documento ou publicação institucional,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Guias, manuais e inventários patrimoniais* [Documento ou publicação institucional]. https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais",patrimonio_estadual_estacoes_ferroviarias,"Fontes para patrimônio material, imaterial e estações ferroviárias"
118,Geologia,"Serviço Geológico do Brasil, SGB",2006,"Mapa geológico de Mato Grosso do Sul, unidades litoestratigráficas, escala 1:1.000.000",https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7,Serviço vetorial oficial com atributos litoestratigráficos e simbologia por unidade,5 ago. 2026,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2006). *Mapa geológico de Mato Grosso do Sul, unidades litoestratigráficas, escala 1:1.000.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7",mapa_geologico_ms,Serviço vetorial oficial com atributos litoestratigráficos e simbologia por unidade
119,Geologia,"Serviço Geológico do Brasil, SGB",2026,Serviço de mapeamentos geológicos estaduais do GeoSGB,https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer,"Integra mapas estaduais e disponibiliza WMS, WFS e consulta ArcGIS REST",5 ago. 2026,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Serviço de mapeamentos geológicos estaduais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer",mapa_geologico_ms,"Integra mapas estaduais e disponibiliza WMS, WFS e consulta ArcGIS REST"
120,Hidrogeologia,"ABREU, Márcio Costa; PAULA, Thiago Luiz Feijó de; REMPEL, Katarina; SENHORINHO, Eliel Martins",2024,Mapa hidrogeológico do estado de Mato Grosso do Sul,https://rigeo.sgb.gov.br/handle/doc/25365,"Mapa estadual na escala 1:1.000.000, acompanhado de arquivos vetoriais para ArcGIS e QGIS",5 ago. 2026,Documento ou publicação institucional,"ABREU, Márcio Costa; PAULA, Thiago Luiz Feijó de; REMPEL, Katarina; SENHORINHO, Eliel Martins. (2024). *Mapa hidrogeológico do estado de Mato Grosso do Sul* [Documento ou publicação institucional]. https://rigeo.sgb.gov.br/handle/doc/25365",mapa_hidrogeologico_ms,"Mapa estadual na escala 1:1.000.000, acompanhado de arquivos vetoriais para ArcGIS e QGIS"
121,Hidrogeologia,"Serviço Geológico do Brasil, SGB",2026,"Hidrogeologia Atlas do Brasil, camada vetorial",https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1,Camada poligonal utilizada para captura e recorte espacial de Mato Grosso do Sul,5 ago. 2026,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Hidrogeologia Atlas do Brasil, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1",mapa_hidrogeologico_ms,Camada poligonal utilizada para captura e recorte espacial de Mato Grosso do Sul
122,Hidrogeologia,"Serviço Geológico do Brasil, SGB",2026,Mapas hidrogeológicos para download,https://www.sgb.gov.br/mapas-para-download,Portal que reúne o mapa estadual de Mato Grosso do Sul e outros produtos hidrogeológicos,5 ago. 2026,Documento ou publicação institucional,"Serviço Geológico do Brasil, SGB. (2026). *Mapas hidrogeológicos para download* [Documento ou publicação institucional]. https://www.sgb.gov.br/mapas-para-download",,Portal que reúne o mapa estadual de Mato Grosso do Sul e outros produtos hidrogeológicos
123,Geomorfologia,"Instituto Brasileiro de Geografia e Estatística, IBGE",2025,"Banco de Dados de Informações Ambientais, tema Geomorfologia",https://bdiaweb.ibge.gov.br/,Consulta e download de unidades geomorfológicas e seus atributos,5 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Banco de Dados de Informações Ambientais, tema Geomorfologia* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://bdiaweb.ibge.gov.br",mapa_geomorfologico_ibge | mapa_vegetacao_original_radam,Consulta e download de unidades geomorfológicas e seus atributos
124,Geomorfologia,"Instituto Brasileiro de Geografia e Estatística, IBGE",2025,Geomorfologia na escala 1:250.000,https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html,Produto cartográfico nacional utilizado como referência da camada estadual,5 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Geomorfologia na escala 1:250.000* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html",mapa_geomorfologico_ibge,Produto cartográfico nacional utilizado como referência da camada estadual
125,Altimetria,SEMADESC e PIN MS,2026,Altimetria de Mato Grosso do Sul,https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5,Serviço cartográfico estadual exibido sob demanda,5 ago. 2026,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Altimetria de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5",mapa_altimetria_ms,Serviço cartográfico estadual exibido sob demanda
126,Geomorfometria,"Instituto Nacional de Pesquisas Espaciais, INPE",2026,"TOPODATA, Banco de Dados Geomorfométricos do Brasil",https://data.inpe.br/dados/topodata/,"Modelo refinado e variáveis como declividade, orientação e curvaturas",5 ago. 2026,Página institucional ou portal,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *TOPODATA, Banco de Dados Geomorfométricos do Brasil* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/dados/topodata",mapa_declividade_topodata,"Modelo refinado e variáveis como declividade, orientação e curvaturas"
127,Solos,IMASUL e PIN MS,2026,"Solos de Mato Grosso do Sul, escala 1:250.000",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42,Camada poligonal estadual com classes de solos e simbologia oficial,5 ago. 2026,Serviço ou API geoespacial,"IMASUL e PIN MS. (2026). *Solos de Mato Grosso do Sul, escala 1:250.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42",mapa_solos_ms,Camada poligonal estadual com classes de solos e simbologia oficial
128,Zoneamento Agroecológico,SEMADESC e Embrapa Solos,2026,"Zoneamento Agroecológico de Mato Grosso do Sul, ZAE MS",https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms/,"Inclui solos, água disponível, fragilidade ambiental, zonas agroecológicas e aptidões",5 ago. 2026,Página institucional ou portal,"SEMADESC e Embrapa Solos. (2026). *Zoneamento Agroecológico de Mato Grosso do Sul, ZAE MS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms",mapa_fragilidade_ambiental_zae | mapa_macrozoneamento_zae | mapa_zoneamento_agroecologico_ms,"Inclui solos, água disponível, fragilidade ambiental, zonas agroecológicas e aptidões"
129,Vegetação,PIN MS e IBGE,2026,Vegetação RADAM de Mato Grosso do Sul,https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer,Serviço cartográfico de vegetação original para todo o estado,5 ago. 2026,Serviço ou API geoespacial,"PIN MS e IBGE. (2026). *Vegetação RADAM de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer",mapa_vegetacao_original_radam,Serviço cartográfico de vegetação original para todo o estado
130,Uso da terra,Projeto MapBiomas,2026,Coleção 10.1 da Série Anual de Mapas de Cobertura e Uso da Terra do Brasil,https://brasil.mapbiomas.org/colecoes-mapbiomas/,Série anual de 1985 a 2024 e referência para mudanças de uso da terra,5 ago. 2026,Documento ou publicação institucional,Projeto MapBiomas. (2026). *Coleção 10.1 da Série Anual de Mapas de Cobertura e Uso da Terra do Brasil* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/colecoes-mapbiomas,,Série anual de 1985 a 2024 e referência para mudanças de uso da terra
131,Uso da terra,Projeto MapBiomas,2026,Estatísticas e matrizes de transição de cobertura e uso da terra,https://brasil.mapbiomas.org/estatisticas/,Ferramenta para comparar transformações territoriais,5 ago. 2026,Página institucional ou portal,"Projeto MapBiomas. (2026). *Estatísticas e matrizes de transição de cobertura e uso da terra* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/estatisticas",mapa_mudancas_uso_solo | uso_cobertura_solo,Ferramenta para comparar transformações territoriais
132,Planejamento territorial,IMASUL e PIN MS,2026,"ZEE MS, primeira aproximação",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38,Zoneamento Ecológico Econômico exibido como mapa externo dinâmico,5 ago. 2026,Serviço ou API geoespacial,"IMASUL e PIN MS. (2026). *ZEE MS, primeira aproximação* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38",mapa_zee_ms,Zoneamento Ecológico Econômico exibido como mapa externo dinâmico
133,Recursos hídricos,SEMADESC e PIN MS,2026,"Bacias, sub-bacias e unidades de planejamento e gerenciamento de recursos hídricos",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,Camadas estaduais das bacias do Paraguai e Paraná e UEPGRH,5 ago. 2026,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Bacias, sub-bacias e unidades de planejamento e gerenciamento de recursos hídricos* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",mapa_bacias_uepgrh | mapa_disponibilidade_hidrica | mapa_macrozoneamento_zae,Camadas estaduais das bacias do Paraguai e Paraná e UEPGRH
134,Recursos hídricos,SEMADESC e PIN MS,2026,Disponibilidade hídrica superficial e água disponível no solo,https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,Mapas de apoio à análise territorial e ambiental,5 ago. 2026,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Disponibilidade hídrica superficial e água disponível no solo* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",mapa_bacias_uepgrh | mapa_disponibilidade_hidrica | mapa_macrozoneamento_zae,Mapas de apoio à análise territorial e ambiental
135,Qualidade da água,"Agência Nacional de Águas e Saneamento Básico, ANA",2026,Portal da Qualidade das Águas,https://qualidadedaagua.ana.gov.br/,"Estações, indicadores e dados de monitoramento da qualidade da água",5 ago. 2026,Página institucional ou portal,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Portal da Qualidade das Águas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://qualidadedaagua.ana.gov.br",mapa_qualidade_agua_ana,"Estações, indicadores e dados de monitoramento da qualidade da água"
136,Fogo,"Instituto Nacional de Pesquisas Espaciais, INPE",2026,"Programa Queimadas, Painel do Fogo e dados abertos",https://data.inpe.br/queimadas/painel-do-fogo/,"Focos, eventos, áreas queimadas e risco de fogo",5 ago. 2026,Página institucional ou portal,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *Programa Queimadas, Painel do Fogo e dados abertos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/queimadas/painel-do-fogo",mapa_focos_calor_risco,"Focos, eventos, áreas queimadas e risco de fogo"
137,Fogo,IBAMA PAMGIA,2026,Focos de calor atualizados,https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer,Serviço cartográfico atualizado com dados originários do INPE,5 ago. 2026,Serviço ou API geoespacial,"IBAMA PAMGIA. (2026). *Focos de calor atualizados* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer",mapa_focos_calor_risco,Serviço cartográfico atualizado com dados originários do INPE
138,Recursos minerais,"Serviço Geológico do Brasil, SGB",2026,Ocorrências minerais do GeoSGB,https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0,Ocorrências e substâncias minerais visualizadas sobre Mato Grosso do Sul,5 ago. 2026,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Ocorrências minerais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0",mapa_recursos_minerais_ms,Ocorrências e substâncias minerais visualizadas sobre Mato Grosso do Sul
139,Clima,"Centro de Monitoramento do Tempo e do Clima de Mato Grosso do Sul, CEMTEC",2026,Banco de dados meteorológicos de Mato Grosso do Sul,https://www.cemtec.ms.gov.br/bancodedados/,"Séries de precipitação, temperatura e produtos meteorológicos",5 ago. 2026,Página institucional ou portal,"Centro de Monitoramento do Tempo e do Clima de Mato Grosso do Sul, CEMTEC. (2026). *Banco de dados meteorológicos de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.cemtec.ms.gov.br/bancodedados",mapa_climatico_ms,"Séries de precipitação, temperatura e produtos meteorológicos"
140,Clima,"Instituto Nacional de Meteorologia, INMET",2026,Portal meteorológico e dados de estações,https://portal.inmet.gov.br/,Referência complementar para clima e estações meteorológicas,5 ago. 2026,Página institucional ou portal,"Instituto Nacional de Meteorologia, INMET. (2026). *Portal meteorológico e dados de estações* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.inmet.gov.br",mapa_climatico_ms,Referência complementar para clima e estações meteorológicas
141,Geodiversidade,Governo do Estado de Mato Grosso do Sul,2009,"Decreto Estadual nº 12.897, de 22 de dezembro de 2009. Criação do Geopark Bodoquena-Pantanal e Anexo I com 54 geossítios",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument,"Fonte legal oficial do inventário estadual. Publicado no Diário Oficial nº 7.610, de 23 de dezembro de 2009",5 ago. 2026,Documento ou publicação institucional,"Governo do Estado de Mato Grosso do Sul. (2009). *Decreto Estadual nº 12.897, de 22 de dezembro de 2009. Criação do Geopark Bodoquena-Pantanal e Anexo I com 54 geossítios* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument",,"Fonte legal oficial do inventário estadual. Publicado no Diário Oficial nº 7.610, de 23 de dezembro de 2009"
142,Geodiversidade,Governo do Estado de Mato Grosso do Sul,2011,"Decreto Estadual nº 13.220, de 17 de junho de 2011. Alteração da estrutura do Conselho Gestor do Geopark Bodoquena-Pantanal",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument,A alteração administrativa não modifica a relação dos geossítios do Anexo I,5 ago. 2026,Documento ou publicação institucional,"Governo do Estado de Mato Grosso do Sul. (2011). *Decreto Estadual nº 13.220, de 17 de junho de 2011. Alteração da estrutura do Conselho Gestor do Geopark Bodoquena-Pantanal* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument",,A alteração administrativa não modifica a relação dos geossítios do Anexo I
143,Povos originários,Fundação Nacional dos Povos Indígenas,2026,Geoprocessamento e mapas de Terras Indígenas,https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,Polígonos oficiais e situação administrativa. Atualização mensal informada pela instituição.,5 ago. 2026,Documento ou publicação institucional,Fundação Nacional dos Povos Indígenas. (2026). *Geoprocessamento e mapas de Terras Indígenas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,terras_indigenas_poligonos,Polígonos oficiais e situação administrativa. Atualização mensal informada pela instituição.
144,Conservação,Instituto Chico Mendes de Conservação da Biodiversidade,2024,Dados geoespaciais e KML das Unidades de Conservação Federais,https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais,Referência oficial para o Parque Nacional da Serra da Bodoquena.,5 ago. 2026,Página institucional ou portal,"Instituto Chico Mendes de Conservação da Biodiversidade. (2024). *Dados geoespaciais e KML das Unidades de Conservação Federais* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais",,Referência oficial para o Parque Nacional da Serra da Bodoquena.
145,Fronteira,Receita Federal do Brasil,2026,Relação oficial de unidades e pontos aduaneiros em fronteira,https://www.gov.br/receitafederal/pt-br,"Base documental para os nós municipais de Corumbá, Mundo Novo, Ponta Porã e Bela Vista.",5 ago. 2026,Página institucional ou portal,"Receita Federal do Brasil. (2026). *Relação oficial de unidades e pontos aduaneiros em fronteira* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/receitafederal/pt-br",,"Base documental para os nós municipais de Corumbá, Mundo Novo, Ponta Porã e Bela Vista."
146,Geodiversidade,Comissão Brasileira de Sítios Geológicos e Paleobiológicos,s.d.,"Morraria do Puga, SIGEP 037",https://sigep.eco.br/sitio037/sitio037.pdf,Registro relacionado ao geossítio 2 do Decreto Estadual nº 12.897 de 2009.,5 ago. 2026,Documento ou publicação institucional,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Morraria do Puga, SIGEP 037* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio037/sitio037.pdf",,Registro relacionado ao geossítio 2 do Decreto Estadual nº 12.897 de 2009.
147,Geodiversidade,Comissão Brasileira de Sítios Geológicos e Paleobiológicos,s.d.,"Tufas calcárias da Serra da Bodoquena, SIGEP 034",https://sigep.eco.br/sitio034/sitio034.pdf,Registro relacionado ao geossítio 49 do Decreto Estadual nº 12.897 de 2009.,5 ago. 2026,Documento ou publicação institucional,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Tufas calcárias da Serra da Bodoquena, SIGEP 034* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio034/sitio034.pdf",,Registro relacionado ao geossítio 49 do Decreto Estadual nº 12.897 de 2009.
148,Hidrogeologia,Agência Nacional de Águas e Saneamento Básico,2013,Sistemas Aquíferos do Brasil,https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90,Fonte oficial para a extensão aflorante dos sistemas aquíferos.,5 ago. 2026,Serviço ou API geoespacial,"Agência Nacional de Águas e Saneamento Básico. (2013). *Sistemas Aquíferos do Brasil* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90",sistema_aquifero_guarani_ana,Fonte oficial para a extensão aflorante dos sistemas aquíferos.
149,Pantanal e fogo,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,2026,Serviço cartográfico histórico de focos no Pantanal,https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer,Camada preparada como referência ambiental e climática.,5 ago. 2026,Serviço ou API geoespacial,"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis. (2026). *Serviço cartográfico histórico de focos no Pantanal* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer",pantanal_monitoramento_fogo,Camada preparada como referência ambiental e climática.
150,Riscos e governança territorial,Defesa Civil de Mato Grosso do Sul,2026,Departamento de Gestão de Riscos e Desastres,https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres/,"Referência institucional para mapeamento de riscos, contingência e prevenção.",5 ago. 2026,Página institucional ou portal,"Defesa Civil de Mato Grosso do Sul. (2026). *Departamento de Gestão de Riscos e Desastres* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres",riscos_sazonalidade,"Referência institucional para mapeamento de riscos, contingência e prevenção."
