index,grupo,tipo_fonte,referencia_apa7,url,acesso,camadas_relacionadas,uso_no_projeto
129,Vegetação,Serviço ou API geoespacial,"PIN MS e IBGE. (2026). *Vegetação RADAM de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer,5 ago. 2026,mapa_vegetacao_original_radam,Serviço cartográfico de vegetação original para todo o estado
130,Uso da terra,Documento ou publicação institucional,Projeto MapBiomas. (2026). *Coleção 10.1 da Série Anual de Mapas de Cobertura e Uso da Terra do Brasil* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/colecoes-mapbiomas,https://brasil.mapbiomas.org/colecoes-mapbiomas/,5 ago. 2026,,Série anual de 1985 a 2024 e referência para mudanças de uso da terra
131,Uso da terra,Página institucional ou portal,"Projeto MapBiomas. (2026). *Estatísticas e matrizes de transição de cobertura e uso da terra* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/estatisticas",https://brasil.mapbiomas.org/estatisticas/,5 ago. 2026,mapa_mudancas_uso_solo | uso_cobertura_solo,Ferramenta para comparar transformações territoriais
132,Planejamento territorial,Serviço ou API geoespacial,"IMASUL e PIN MS. (2026). *ZEE MS, primeira aproximação* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38,5 ago. 2026,mapa_zee_ms,Zoneamento Ecológico Econômico exibido como mapa externo dinâmico
133,Recursos hídricos,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Bacias, sub-bacias e unidades de planejamento e gerenciamento de recursos hídricos* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,5 ago. 2026,mapa_bacias_uepgrh | mapa_disponibilidade_hidrica | mapa_macrozoneamento_zae,Camadas estaduais das bacias do Paraguai e Paraná e UEPGRH
134,Recursos hídricos,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Disponibilidade hídrica superficial e água disponível no solo* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,5 ago. 2026,mapa_bacias_uepgrh | mapa_disponibilidade_hidrica | mapa_macrozoneamento_zae,Mapas de apoio à análise territorial e ambiental
135,Qualidade da água,Página institucional ou portal,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Portal da Qualidade das Águas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://qualidadedaagua.ana.gov.br",https://qualidadedaagua.ana.gov.br/,5 ago. 2026,mapa_qualidade_agua_ana,"Estações, indicadores e dados de monitoramento da qualidade da água"
136,Fogo,Página institucional ou portal,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *Programa Queimadas, Painel do Fogo e dados abertos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/queimadas/painel-do-fogo",https://data.inpe.br/queimadas/painel-do-fogo/,5 ago. 2026,mapa_focos_calor_risco,"Focos, eventos, áreas queimadas e risco de fogo"
137,Fogo,Serviço ou API geoespacial,"IBAMA PAMGIA. (2026). *Focos de calor atualizados* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer",https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer,5 ago. 2026,mapa_focos_calor_risco,Serviço cartográfico atualizado com dados originários do INPE
138,Recursos minerais,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Ocorrências minerais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0",https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0,5 ago. 2026,mapa_recursos_minerais_ms,Ocorrências e substâncias minerais visualizadas sobre Mato Grosso do Sul
139,Clima,Página institucional ou portal,"Centro de Monitoramento do Tempo e do Clima de Mato Grosso do Sul, CEMTEC. (2026). *Banco de dados meteorológicos de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.cemtec.ms.gov.br/bancodedados",https://www.cemtec.ms.gov.br/bancodedados/,5 ago. 2026,mapa_climatico_ms,"Séries de precipitação, temperatura e produtos meteorológicos"
140,Clima,Página institucional ou portal,"Instituto Nacional de Meteorologia, INMET. (2026). *Portal meteorológico e dados de estações* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.inmet.gov.br",https://portal.inmet.gov.br/,5 ago. 2026,mapa_climatico_ms,Referência complementar para clima e estações meteorológicas
141,Geodiversidade,Documento ou publicação institucional,"Governo do Estado de Mato Grosso do Sul. (2009). *Decreto Estadual nº 12.897, de 22 de dezembro de 2009. Criação do Geopark Bodoquena-Pantanal e Anexo I com 54 geossítios* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument,5 ago. 2026,,"Fonte legal oficial do inventário estadual. Publicado no Diário Oficial nº 7.610, de 23 de dezembro de 2009"
142,Geodiversidade,Documento ou publicação institucional,"Governo do Estado de Mato Grosso do Sul. (2011). *Decreto Estadual nº 13.220, de 17 de junho de 2011. Alteração da estrutura do Conselho Gestor do Geopark Bodoquena-Pantanal* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument,5 ago. 2026,,A alteração administrativa não modifica a relação dos geossítios do Anexo I
143,Povos originários,Documento ou publicação institucional,Fundação Nacional dos Povos Indígenas. (2026). *Geoprocessamento e mapas de Terras Indígenas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,5 ago. 2026,terras_indigenas_poligonos,Polígonos oficiais e situação administrativa. Atualização mensal informada pela instituição.
144,Conservação,Página institucional ou portal,"Instituto Chico Mendes de Conservação da Biodiversidade. (2024). *Dados geoespaciais e KML das Unidades de Conservação Federais* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais",https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais,5 ago. 2026,,Referência oficial para o Parque Nacional da Serra da Bodoquena.
145,Fronteira,Página institucional ou portal,"Receita Federal do Brasil. (2026). *Relação oficial de unidades e pontos aduaneiros em fronteira* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/receitafederal/pt-br",https://www.gov.br/receitafederal/pt-br,5 ago. 2026,,"Base documental para os nós municipais de Corumbá, Mundo Novo, Ponta Porã e Bela Vista."
146,Geodiversidade,Documento ou publicação institucional,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Morraria do Puga, SIGEP 037* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio037/sitio037.pdf",https://sigep.eco.br/sitio037/sitio037.pdf,5 ago. 2026,,Registro relacionado ao geossítio 2 do Decreto Estadual nº 12.897 de 2009.
147,Geodiversidade,Documento ou publicação institucional,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Tufas calcárias da Serra da Bodoquena, SIGEP 034* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio034/sitio034.pdf",https://sigep.eco.br/sitio034/sitio034.pdf,5 ago. 2026,,Registro relacionado ao geossítio 49 do Decreto Estadual nº 12.897 de 2009.
148,Hidrogeologia,Serviço ou API geoespacial,"Agência Nacional de Águas e Saneamento Básico. (2013). *Sistemas Aquíferos do Brasil* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90",https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90,5 ago. 2026,sistema_aquifero_guarani_ana,Fonte oficial para a extensão aflorante dos sistemas aquíferos.
149,Pantanal e fogo,Serviço ou API geoespacial,"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis. (2026). *Serviço cartográfico histórico de focos no Pantanal* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer",https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer,5 ago. 2026,pantanal_monitoramento_fogo,Camada preparada como referência ambiental e climática.
150,Riscos e governança territorial,Página institucional ou portal,"Defesa Civil de Mato Grosso do Sul. (2026). *Departamento de Gestão de Riscos e Desastres* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres",https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres/,5 ago. 2026,riscos_sazonalidade,"Referência institucional para mapeamento de riscos, contingência e prevenção."
151,Riscos e governança territorial,Página institucional ou portal,"Defesa Civil de Mato Grosso do Sul. (2026). *Programa MonitorAção* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao",https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao/,5 ago. 2026,riscos_sazonalidade,Monitoramento participativo de condições climáticas e eventos extremos.
152,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Trilhas de Longo Curso em Mato Grosso do Sul: Rota dos Pioneiros e Aviturismo nas regiões Vale das Águas e Cone Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul",https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul/,6 ago. 2026,,Fonte institucional da Rota dos Pioneiros e municípios abrangidos.
153,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Mato Grosso do Sul lança Rota do Cerrado e nova marca para o Aviturismo durante o Avistar Brasil 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025",https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025/,6 ago. 2026,,Fonte institucional da Rota do Cerrado em Costa Rica e Alcinópolis.
154,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Rota de Aviturismo nas Unidades de Conservação da Mata Atlântica de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024",https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024/,6 ago. 2026,,Fonte institucional da rota de aviturismo da Mata Atlântica.
155,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Rotas especializadas de aviturismo de Mato Grosso do Sul na Global Birdfair 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025",https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025/,6 ago. 2026,,"Identifica as rotas da Bioceânica, Mata Atlântica e Cerrado e produtos do Pantanal Sul e Serra da Bodoquena."
156,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2017). *Rota Bioceânica potencializará o turismo em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul",https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul/,6 ago. 2026,,Referência institucional para o corredor bioceânico e intercâmbios turísticos e culturais.
157,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2016). *I Seminário Regional do Folclore Monçoeiro na Rota Norte de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro",https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro/,6 ago. 2026,,Referência para o estudo da Rota das Monções e do folclore monçoeiro.
158,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2016). *Rota Pantanal-Bonito* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas",https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas/,6 ago. 2026,,Referência do produto turístico integrado Pantanal-Bonito.
159,Rotas institucionais e itinerários em estudo,Documento ou publicação institucional,Fundação de Turismo de Mato Grosso do Sul. (2026). *Guia de Afroturismo e estratégia estadual para o segmento* [Documento ou publicação institucional]. https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento,https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento/,6 ago. 2026,,Referência complementar para rotas e experiências de afroturismo.
160,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-regions",https://www.turismo.ms.gov.br/tourist-regions/,6 ago. 2026,,Base territorial e temática para hipóteses regionais.
161,Rotas institucionais e itinerários em estudo,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Artesanato das regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/conheca-ms/artesanato",https://www.turismo.ms.gov.br/conheca-ms/artesanato/,6 ago. 2026,,Base documental da hipótese sobre artesanato e cerâmicas.
162,Roteamento e acessibilidade,Página institucional ou portal,"Project OSRM. (2026). *OSRM HTTP API, serviço Route e objetos RouteLeg e RouteStep* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md",https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md,6 ago. 2026,acessibilidade_rodoviaria_estimada_rotas_base_externa,"Documentação primária utilizada para o cálculo sob demanda de geometrias, distâncias e durações. O servidor público é externo ao atlas."
163,Áreas protegidas e espeleologia,Página institucional ou portal,"Ministério do Meio Ambiente e Mudança do Clima. (2026). *CNUC 2026_03 — Unidades de Conservação com registro ativo* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00",https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00,6 ago. 2026,unidades_conservacao,"Recurso oficial em Shapefile, março de 2026, licenciado como Creative Commons Atribuição."
164,Áreas protegidas e espeleologia,Página institucional ou portal,"ICMBio — Centro Nacional de Pesquisa e Conservação de Cavernas. (s.d.). *Cadastro Nacional de Informações Espeleológicas — CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie/,6 ago. 2026,cavernas_canie,Base oficial de cavidades naturais. O cadastro não representa todo o universo de cavernas e não substitui validação de campo.
165,Patrimônio material,Conjunto de dados,Instituto do Patrimônio Histórico e Artístico Nacional. (2026). *Planilha 2026_05_IPHAN_T.xlsx* [Conjunto de dados]. https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,6 ago. 2026,patrimonio_material_tombado,Planilha oficial utilizada na captura e na importação manual.
166,Patrimônio material,Página institucional ou portal,"Portal de Dados da Cultura. (s.d.). *SICG — bens tombados pelo Iphan* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV",https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV,6 ago. 2026,,Referência complementar de dados abertos do IPHAN.
167,Museus e memória,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus",https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus,6 ago. 2026,,Define o CNM e a natureza verificada dos registros cadastrados.
168,Museus e memória,Documento ou publicação institucional,MuseusBr. (2025). *Manual de uso e exportação de dados da Plataforma MuseusBr* [Documento ou publicação institucional]. https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr,https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr/,6 ago. 2026,,"Documenta filtros, exportação CSV e painel analítico."
169,Turismo e Cadastur,Página institucional ou portal,"Ministério do Turismo. (2026). *Prestadores de serviços turísticos — Meios de Hospedagem* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem",https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem,6 ago. 2026,cadastur_hospedagem,Conjunto oficial com atualização trimestral e licença ODbL.
170,Turismo e Cadastur,Página institucional ou portal,"Ministério do Turismo. (2026). *Conjuntos de dados Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur",https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur,6 ago. 2026,cadastur_agencias_guias,Catálogo oficial das categorias de prestadores.
171,Turismo e Cadastur,Página institucional ou portal,"Conecta gov.br. (2026). *Webservice Cadastur API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos",https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos,6 ago. 2026,,"Documenta campos, controle de acesso e natureza do cadastro."
172,Uso e cobertura da terra,Artigo científico,MapBiomas Brasil. (2026). *Coleção 10.1 — cobertura e uso da terra* [Artigo científico]. https://doi.org/10.58053/MapBiomas/SJZOLT,https://doi.org/10.58053/MapBiomas/SJZOLT,6 ago. 2026,,"DOI da base de cobertura por bioma, estado e município."
173,Hidrovias e navegação,Página institucional ou portal,"Agência Nacional de Transportes Aquaviários. (2025). *Informações Geográficas — Vias Interiores Economicamente Navegadas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas",https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas,6 ago. 2026,hidrovia_paraguai_ven_antaq,Distribui VEN 2022 em Shapefile e relatório.
174,Hidrovias e navegação,Página institucional ou portal,"Agência Nacional de Transportes Aquaviários. (2026). *Projeto de concessão da Hidrovia do Paraguai* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai",https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai,6 ago. 2026,,Projeto com extensão informada de 600 km entre Corumbá e a foz do rio Apa; não se confunde com a totalidade da VEN 2022.
175,Cartografia cultural e indicadores espaciais,Artigo científico,"Ogletree, S. S., Powell, R. B., Baldwin, R. F., & Leonard, P. B. (2019). A framework for mapping cultural resources in landscape conservation planning. *Conservation Science and Practice, 1*(6), e41. https://doi.org/10.1111/csp2.41",https://doi.org/10.1111/csp2.41,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2,Precedente de agregação de recursos culturais em malha hexagonal e cálculo de diversidade para planejamento territorial.
176,Metodologia dos indicadores territoriais,Documento ou publicação institucional,International Council on Monuments and Sites. (2008). *Carta do ICOMOS sobre os itinerários culturais*. https://openarchive.icomos.org/id/eprint/3141/,https://openarchive.icomos.org/id/eprint/3141/,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2,Fundamentação conceitual dos itinerários culturais como categoria patrimonial relacional e territorial.
177,Metodologia dos indicadores territoriais,Documento ou publicação institucional,"Organização de Estados Ibero-americanos para a Educação, a Ciência e a Cultura. (2026). *Manual de rutas e itinerarios culturales para Iberoamérica e indicadores asociados: Avanzando hacia la creación de un modelo de rutas e itinerarios culturales para Iberoamérica*. https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf",https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2,Referência metodológica do PRICI para a estruturação de rotas e itinerários culturais.
178,Metodologia dos indicadores territoriais,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2015). *Operational guidelines for UNESCO Global Geoparks*. https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng",https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng,6 ago. 2026,pre_avaliacao_geocientifica_geoparques_250km2,Critérios e procedimentos oficiais; a camada do atlas é apenas uma pré-avaliação cartográfica.
179,Metodologia dos indicadores territoriais,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2026). *UNESCO Global Geoparks*. https://www.unesco.org/en/iggp/geoparks/about",https://www.unesco.org/en/iggp/geoparks/about,6 ago. 2026,pre_avaliacao_geocientifica_geoparques_250km2,"Define área unificada, valor geológico internacional, gestão holística, educação, desenvolvimento sustentável e participação local."
180,Metodologia dos indicadores territoriais,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2026). *Submit a UNESCO Global Geopark proposal*. https://www.unesco.org/en/iggp/geoparks/proposals",https://www.unesco.org/en/iggp/geoparks/proposals,6 ago. 2026,pre_avaliacao_geocientifica_geoparques_250km2,"Requisitos mínimos de candidatura, gestão legal, plano abrangente, partes interessadas e articulação entre patrimônios."
181,Metodologia dos indicadores territoriais,Artigo científico,"Simpson, E. H. (1949). Measurement of diversity. *Nature, 163*, 688. https://doi.org/10.1038/163688a0",https://doi.org/10.1038/163688a0,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2,Fundamento do componente de equilíbrio entre dimensões.
182,Metodologia dos indicadores territoriais,Artigo científico,"Perroux, F. (1955). Note sur la notion de « pôle de croissance ». *Économie Appliquée, 8*(1–2), 307–320. https://doi.org/10.3406/ecoap.1955.2522",https://doi.org/10.3406/ecoap.1955.2522,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2,Inspiração interpretativa para a noção de polo; não é fundamento matemático nem prova de crescimento econômico.
